gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,n_counts,n_cells,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts
YY1AP1,1938.962962962963,44.64000000000001,YY1AP1,False,,0.6437189496096523,4.4425759323182135,0.7998564459951473,84733.555,306,False,306,1.1478482,0.7644665,78.28246983676365,1617.3181,7.3891425
DAP3,850.2692307692307,44.89,DAP3,True,5264.0,1.1476224272533713,13.023646686883104,1.2335718185981954,173076.62,455,False,455,1.7525882,1.0125417,67.70759403832504,2469.3967,7.8121343
GON4L,2723.75,44.02999999999999,GON4L,True,2151.0,1.8168914123491837,26.42241334118341,1.527658855017864,292559.28,426,False,426,1.7550323,1.0134292,69.76579134137685,2472.8406,7.813527
SYT11,3281.0,46.5,SYT11,False,,0.3179559971611072,2.577809455448736,1.048192801053694,42350.18,134,False,134,0.50715244,0.41022205,90.48970901348474,714.57776,6.57309
KIAA0907,1409.6,42.57,KIAA0907,True,5313.0,1.0660042583392477,11.976464207368197,1.2294692965506164,162436.62,346,False,346,1.3718102,0.8636535,75.44357700496806,1932.8806,7.567284
ARHGEF2,1753.4285714285713,50.95000000000001,ARHGEF2,False,,0.8616039744499645,4.933247709529656,0.6402897663592472,121632.03,444,False,444,1.6651584,0.9802635,68.48828956706885,2346.2083,7.760982
SSR2,1144.111111111111,46.99,SSR2,False,,4.603974449964514,46.31464328343797,0.963738097222803,715865.25,984,False,984,4.2451744,1.6573085,30.16323633782825,5981.4507,8.696586
UBQLN4,1577.3333333333333,50.71,UBQLN4,False,,0.1554293825408091,1.0347734128008266,0.9524021213130877,21611.162,83,False,83,0.30608886,0.26703706,94.10929737402412,431.2792,6.069072
LAMTOR2,619.3333333333334,50.94,LAMTOR2,True,2465.0,0.9375443577004968,12.567119249629018,1.4855951222398665,132256.31,282,False,282,1.114739,0.74893135,79.98580553584102,1570.6672,7.3598924
SLC25A44,2490.2,48.19,SLC25A44,False,,0.16749467707594037,0.9619824262855665,0.812455029697267,23266.186,102,False,102,0.3683908,0.31363544,92.76082327892122,519.0626,6.253949
PMF1,903.125,50.07999999999999,PMF1,False,,0.42583392476933996,2.23188895251306,0.6458920033121479,60167.7,229,False,229,0.85023373,0.615312,83.7473385379702,1197.9794,7.089226
SMG5,1402.5,49.82,SMG5,True,5712.0,0.2945351312987935,2.70793176172657,1.2029048835379306,39467.58,131,False,131,0.49030727,0.39898232,90.70262597586941,690.84296,6.539359
CCT3,1178.75,45.929999999999986,CCT3,True,5179.0,1.850958126330731,21.869816197819176,1.2396974689588969,292139.9,472,False,472,1.9512234,1.0822198,66.50106458481193,2749.2737,7.9194555
MEF2D,3883.777777777778,54.230000000000004,MEF2D,False,,0.5613910574875799,3.5461219272211144,0.7459409686405529,74243.3,253,False,253,0.9571336,0.67148095,82.04400283889284,1348.6012,7.2075644
APOA1BP,869.2,56.38000000000001,APOA1BP,False,,0.45422285308729593,3.6997850667785026,0.9932816144164641,66718.836,186,False,186,0.7178509,0.54107404,86.79914833215045,1011.45197,6.9201303
GPATCH4,912.7058823529412,48.63999999999999,GPATCH4,True,7009.0,0.8396025550035486,8.55806120556168,1.1431023236041697,114670.61,286,False,286,1.1160561,0.74955404,79.70191625266146,1572.5231,7.3610725
ISG20L2,1815.3333333333333,50.300000000000004,ISG20L2,False,,0.4804826117814053,3.80661453964772,0.957997834579656,63914.383,195,False,195,0.7416923,0.55485725,86.16039744499645,1045.0444,6.952771
MRPL24,713.0,48.93,MRPL24,True,856.0,1.289567068843151,21.74563681527831,1.815138129749944,234359.02,305,False,305,1.2624388,0.8164433,78.35344215755855,1778.7762,7.484243
HDGF,1342.5454545454545,51.350000000000016,HDGF,True,2607.0,1.192334989354152,16.13556620588426,1.4661528534586699,168188.89,300,False,300,1.2358296,0.80461234,78.708303761533,1741.2838,7.462952
PRCC,1197.5,46.540000000000006,PRCC,True,6038.0,0.32647267565649396,2.998453529259951,1.1823742796427417,46198.363,143,False,143,0.5427242,0.43354982,89.85095812633072,764.69836,6.640788
SH2D2A,1218.1666666666667,55.56,SH2D2A,False,,0.7686302342086586,5.653816375250018,0.8332307580754351,108429.96,344,False,344,1.3034627,0.8344135,75.58552164655784,1836.579,7.5162044
ETV3,2496.3333333333335,43.29,ETV3,True,6205.0,0.22356281050390348,1.9308080360023236,1.1736408260843774,29388.518,91,False,91,0.34749094,0.2982443,93.54151880766501,489.61475,6.195659
FCRL3,2254.75,40.63999999999999,FCRL3,False,,0.3811213626685593,3.201944480289055,1.0552291068626982,55936.74,139,False,139,0.5493552,0.43783885,90.13484740951029,774.0415,6.6529164
PYHIN1,1512.7142857142858,38.93,PYHIN1,False,,0.9950319375443577,8.352958255371352,0.9247874685802101,153846.4,384,False,384,1.4905747,0.9125135,72.74662881476223,2100.2197,7.6502733
IFI16,2128.3333333333335,38.34000000000002,IFI16,False,,1.8821859474804825,16.517359990967186,0.9197810360514401,288956.9,565,False,565,2.29176,1.1914223,59.90063875088716,3229.0898,8.080265
DUSP23,726.3333333333334,59.37,DUSP23,True,7469.0,0.1994322214336409,1.6256814955803571,1.1238331627734934,27507.297,120,False,120,0.43175885,0.35890365,91.4833215046132,608.3482,6.4123898
FCRL6,1167.4285714285713,47.57999999999999,FCRL6,True,583.0,1.78069552874379,32.87303616362346,1.9417652338459466,262109.45,342,False,342,1.4548882,0.89808124,75.72746628814761,2049.9375,7.6260524
TAGLN2,1153.6,56.56,TAGLN2,True,5160.0,5.786373314407381,77.77464372701465,1.2411296380050827,890873.8,978,False,978,4.325506,1.6725078,30.589070262597584,6094.638,8.715329
PIGM,4322.0,41.3,PIGM,False,,0.19517388218594747,1.2395789647719222,0.8781876004698358,26204.441,94,False,94,0.35206833,0.30163553,93.32860184528033,496.06427,6.2087193
IGSF8,1661.0,58.9,IGSF8,True,4659.0,0.6302342086586231,6.910761379766438,1.2744995322050394,83932.31,189,False,189,0.7568011,0.5634946,86.5862313697658,1066.3328,6.972918
PEA15,1710.0,51.85,PEA15,True,3473.0,0.42583392476933996,4.720525316149429,1.3660847909571865,62126.207,129,False,129,0.5186879,0.41784674,90.84457061745918,730.83124,6.59555
DCAF8,1555.5263157894738,43.13,DCAF8,False,,0.6330731014904187,3.307740620362592,0.6069171728113074,89243.31,358,False,358,1.3122089,0.8382033,74.59190915542938,1848.9023,7.522888
PEX19,1239.0,46.350000000000016,PEX19,False,,0.12349183818310859,0.4392843893154403,0.5299797081054757,17050.21,98,False,98,0.33874893,0.29173556,93.04471256210078,477.29724,6.1702323
COPA,1811.142857142857,40.67000000000001,COPA,False,,1.1405251951738822,7.402113644428669,0.7058617041779105,153826.89,456,False,456,1.7619958,1.0159535,67.63662171753016,2482.652,7.8174853
SUMO1P3,304.0,40.13,SUMO1P3,False,,0.6501064584811923,5.175072786953989,0.9213556621232423,104064.164,250,False,250,0.9737835,0.67995226,82.25691980127749,1372.0609,7.2247977
NCSTN,1260.2941176470588,46.850000000000016,NCSTN,True,4599.0,0.35486160397445,3.571426987224987,1.2783481862345971,48638.215,157,False,157,0.5901208,0.46381,88.85734563520226,831.4802,6.7244096
SLAMF6,2061.6666666666665,39.67,SLAMF6,False,,1.7963094393186658,10.325668188270209,0.6042801936381843,277094.47,637,False,637,2.5614622,1.2701712,54.790631653655076,3609.1003,8.191491
CD84,2771.0,41.6,CD84,False,,0.9446415897799858,8.448637815342943,0.9904634851143629,123791.6,355,False,355,1.3692642,0.86257946,74.80482611781405,1929.2933,7.5654273
SLAMF1,1770.2,42.25,SLAMF1,False,,0.7004968062455642,4.157393218917339,0.6801457744365365,95319.38,314,False,314,1.1914259,0.78455245,77.71469127040454,1678.7191,7.426382
CD48,1459.5,42.18,CD48,False,,2.127750177430802,14.223725119362495,0.6953147219306536,341110.2,753,False,753,3.0127404,1.3894744,46.55784244144784,4244.951,8.353722
SLAMF7,1704.6,44.040000000000006,SLAMF7,True,479.0,3.29666430092264,65.64204142202712,1.9924867727150195,529380.75,479,False,479,2.1468785,1.1464111,66.0042583392477,3024.9517,8.014981
LY9,1855.2142857142858,43.99,LY9,False,,2.1831085876508163,19.644004250274254,0.9343469156589048,314853.2,606,False,606,2.489201,1.2496728,56.99077359829666,3507.2844,8.162883
TSTD1,590.1428571428571,60.14999999999999,TSTD1,False,,2.3080198722498224,24.589715465513933,1.1019648400159907,311102.3,640,False,640,2.6048267,1.2822737,54.57771469127041,3670.2007,8.208274
USF1,1067.9166666666667,50.71,USF1,True,6001.0,0.37189496096522356,3.495118636686245,1.1850744561899156,52070.383,154,False,154,0.58488196,0.46050993,89.07026259758695,824.0987,6.715503
ARHGAP30,2855.4285714285716,49.519999999999996,ARHGAP30,False,,2.7409510290986514,25.946340288083015,0.9652770806410077,396514.6,750,False,750,3.0934105,1.4093785,46.77075940383251,4358.615,8.380139
PFDN2,542.5,44.14,PFDN2,True,2208.0,0.8772178850248403,11.930226345248103,1.5179156922705719,162838.8,264,False,264,1.0554516,0.7204956,81.26330731014903,1487.1313,7.3052764
NIT1,963.1875,49.13,NIT1,True,182.0,0.41305890702625975,7.445738434737744,2.233095528987497,50763.58,114,False,114,0.4501876,0.37169293,91.90915542938254,634.31433,6.4541197
DEDD,1413.0,46.36000000000001,DEDD,False,,0.17388218594748048,0.9661923753145354,0.7817370814276742,22919.574,95,False,95,0.3511327,0.3009433,93.25762952448545,494.74594,6.2060637
UFC1,708.8333333333334,46.11000000000001,UFC1,True,992.0,2.6493967352732435,45.68806959319936,1.7638610855144266,398133.9,632,False,632,2.5851288,1.2767944,55.14549325762952,3642.4463,8.2006855
USP21,1398.1,53.42999999999999,USP21,False,,0.34634492547906315,1.7251304519646449,0.6351304885304655,50294.18,199,False,199,0.73272103,0.54969305,85.87650816181689,1032.4039,6.9406133
PPOX,1014.95,53.010000000000005,PPOX,False,,0.5003548616039745,4.34108652171107,1.0426049101495405,90826.695,187,False,187,0.73628384,0.5517471,86.72817601135557,1037.424,6.9454594
B4GALT3,1115.1666666666667,51.54,B4GALT3,True,5043.0,1.2391767210787792,14.329827730821366,1.2488112380139542,187515.52,363,False,363,1.455325,0.89825916,74.23704755145492,2050.553,7.6263523
NDUFS2,1022.5,49.73000000000001,NDUFS2,True,2590.0,1.1760113555713272,15.920702545325451,1.468443490591487,168625.69,318,False,318,1.2829463,0.8254669,77.43080198722498,1807.6714,7.5003476
SDHC,696.4444444444445,42.37,SDHC,False,,1.34847409510291,12.454473877346908,0.9906905741184894,205080.06,443,False,443,1.7718745,1.0195239,68.55926188786373,2496.5713,7.823074
FCGR3A,1609.5,44.300000000000004,FCGR3A,True,104.0,1.6089425124201562,36.13034611103947,2.377998325219647,236744.42,254,False,254,1.1151271,0.7491149,81.97303051809794,1571.214,7.36024
FCGR3B,1221.4285714285713,44.5,FCGR3B,False,,0.0858765081618169,0.19787566939802567,0.3702635163295455,12738.408,75,False,75,0.26385102,0.23416342,94.67707594038325,371.76608,5.920951
DUSP12,863.4,39.87,DUSP12,True,4573.0,0.34989354151880764,3.5188227869539985,1.2802707614227253,50773.06,123,False,123,0.47662818,0.38976124,91.27040454222853,671.5691,6.511105
ATF6,4137.0,37.21,ATF6,False,,0.5209368346344926,2.905988894444799,0.6662054704085226,69101.31,258,False,258,0.9654145,0.67570317,81.68914123491838,1360.269,7.2161727
UHMK1,5702.75,38.32,UHMK1,False,,0.49254790631653655,3.5555197109490964,0.8695750226100577,64331.97,278,False,278,1.0114878,0.69887465,80.26969481902057,1425.1864,7.262759
HSD17B7,941.8181818181819,39.34000000000001,HSD17B7,True,2218.0,0.33498935415188075,3.9615660687786325,1.5160930654496412,78533.98,138,False,138,0.5188375,0.41794524,90.20581973030518,731.04205,6.595838
MGST3,1006.8571428571429,43.51,MGST3,False,,0.8821859474804826,7.578439536421703,0.9582134285284198,125298.5,385,False,385,1.4673505,0.9031449,72.67565649396735,2067.4968,7.6345773
ALDH9A1,1202.5,40.34,ALDH9A1,False,,0.6621717530163236,4.377268291502686,0.763228613847184,95656.24,277,False,277,1.0588719,0.7221582,80.34066713981547,1491.9504,7.30851
TMCO1,1299.7142857142858,40.02,TMCO1,True,7413.0,0.5408090844570618,5.122090538099222,1.124670128602228,73647.9,218,False,218,0.8348458,0.6069604,84.52803406671399,1176.2977,7.070977
RPL4P2,1282.0,45.87,RPL4P2,False,,0.4315117104329312,0.5551426704948702,0.15818452019249796,60520.06,441,False,441,1.5012903,0.9168067,68.7012065294535,2115.318,7.657433
POGK,3497.4,47.02,POGK,True,6609.0,0.19730305180979418,1.64996431221369,1.1545897566273067,37191.996,91,False,91,0.34253028,0.2945561,93.54151880766501,482.62518,6.18131
TADA1,2349.0,40.95,TADA1,False,,0.19162526614620298,1.4930832231111681,1.0802001696394798,31323.713,71,False,71,0.2844005,0.25029206,94.96096522356281,400.72028,5.995756
POU2F1,4075.0555555555557,37.96000000000001,POU2F1,False,,0.3470546486870121,2.887280026130724,1.0604693078577623,48525.332,161,False,161,0.6070355,0.4743912,88.57345635202272,855.31305,6.752636
CD247,1440.857142857143,47.24,CD247,True,4684.0,4.975869410929738,66.92413321020682,1.273302722711031,712557.06,843,False,843,3.7426903,1.5566045,40.17033356990773,5273.4507,8.57063
RCSD1,1470.3333333333333,46.77,RCSD1,False,,1.857345635202271,12.558470506161697,0.7092772530765756,286298.97,581,False,581,2.35727,1.2111281,58.765081618168914,3321.3936,8.10844
MPC2,1206.6666666666667,37.86,MPC2,True,4664.0,0.7288857345635202,8.143774396735258,1.2739074922400548,106175.414,245,False,245,0.9623317,0.6741334,82.61178140525195,1355.9254,7.212977
DCAF6,1783.1666666666667,35.90999999999999,DCAF6,False,,0.1923349893541519,0.868520751338795,0.6256923823428115,28336.049,108,False,108,0.40428922,0.33953127,92.33498935415187,569.6435,6.3467646
TIPRL,1178.5,39.04,TIPRL,True,4922.0,0.5379701916252662,5.684814342860831,1.2558132915577216,71395.19,185,False,185,0.7184494,0.54142237,86.87012065294535,1012.2952,6.920963
SFT2D2,3242.5,43.37,SFT2D2,False,,0.2689850958126331,1.2990444948061162,0.6398848650625341,39273.73,162,False,162,0.5903532,0.46395612,88.50248403122782,831.8076,6.7248025
ANKRD36BP1,1598.0,36.14,ANKRD36BP1,False,,2.0887154009936126,16.197379669656108,0.8075415599993205,288237.72,622,False,622,2.5420475,1.264705,55.85521646557843,3581.7449,8.183885
BLZF1,1613.0,35.78,BLZF1,True,1750.0,0.3470546486870121,4.3418254806761745,1.5947094222454885,47369.215,98,False,98,0.39017007,0.32942608,93.04471256210078,549.74963,6.3112803
SELL,973.3333333333334,38.85,SELL,False,,5.7068843151171045,62.02694831118162,1.0060156220642553,872525.3,1025,False,1025,4.5576725,1.7151794,27.25337118523776,6421.7603,8.767603
SCYL3,3274.4,40.14,SCYL3,False,,0.35486160397445,2.8754042599522514,1.029215446248641,69994.18,130,False,130,0.5107976,0.41263774,90.7735982966643,719.7138,6.580242
KIFAP3,2273.5714285714284,34.27,KIFAP3,False,,0.1050390347764372,0.6423680560036139,0.9408235562294238,15476.484,72,False,72,0.2575326,0.22915155,94.88999290276791,362.86343,5.8967786
PRRC2C,4349.333333333333,38.300000000000004,PRRC2C,False,,2.7189496096522356,18.081465941351027,0.6786258906599804,394402.03,854,False,854,3.474799,1.4984614,39.38963804116394,4895.9917,8.496376
PFN1P1,423.0,56.03,PFN1P1,False,,0.29524485450674237,0.41845038389573547,0.18536864869454198,42339.266,307,False,307,1.0444717,0.71513945,78.21149751596877,1471.6606,7.294826
VAMP4,2266.6,36.68,VAMP4,False,,0.27750177430801987,1.9066028453448576,0.9065399798282268,38699.09,116,False,116,0.44557583,0.36850774,91.76721078779276,627.81635,6.443839
METTL13,1763.75,43.62,METTL13,True,4732.0,0.3797019162526615,3.8351274679011484,1.2694004179837763,62315.812,138,False,138,0.53683007,0.4297219,90.20581973030518,756.39355,6.629883
PIGC,1175.5,38.22,PIGC,False,,0.40028388928317954,3.2018749193496356,0.9963690769093084,83287.414,140,False,140,0.5539615,0.4408075,90.0638750887154,780.53174,6.661256
SUCO,2637.3333333333335,36.42000000000001,SUCO,True,7161.0,0.36124911284599004,3.228071165881665,1.131841747835352,52114.92,156,False,156,0.59048796,0.46404085,88.92831795599716,831.9975,6.7250304
PRDX6,1139.6666666666667,40.72,PRDX6,False,,1.042583392476934,8.708412639525108,0.9159910937711395,168872.97,421,False,421,1.6190817,0.96282375,70.12065294535131,2281.2861,7.732933
KLHL20,1386.6666666666667,38.32,KLHL20,False,,0.6990773598296665,5.361085795857799,0.879082194154167,90125.016,277,False,277,1.0585269,0.72199064,80.34066713981547,1491.4644,7.308184
GAS5,590.1388888888889,46.16000000000002,GAS5,False,,3.355571327182399,18.925325827472715,0.5632414117972804,550719.75,989,False,989,4.1059637,1.6304092,29.808374733853793,5785.3027,8.663249
ZBTB37,5291.2,40.41,ZBTB37,False,,0.48119233498935415,3.6234031227821166,0.9103397233072158,64109.824,188,False,188,0.72841376,0.5472041,86.65720369056068,1026.335,6.9347234
RC3H1,4529.333333333333,38.57999999999999,RC3H1,False,,0.15684882895670688,0.4292161994322214,0.39092309915769957,24785.424,120,False,120,0.4281498,0.35637975,91.4833215046132,603.26306,6.40401
RABGAP1L,1797.4347826086957,37.909999999999975,RABGAP1L,False,,0.596167494677076,4.10171825601653,0.8056944798531485,103073.2,321,False,321,1.174016,0.77657616,77.21788502484031,1654.1886,7.41167
CACYBP,1152.3333333333333,40.300000000000004,CACYBP,False,,0.9992902767920511,9.972300632298882,1.0989013567409216,134229.2,357,False,357,1.381546,0.86774987,74.66288147622427,1946.5983,7.5743523
MRPS14,1188.0,40.16,MRPS14,True,2784.0,0.42157558552164653,4.9315227998580395,1.4440490525164829,93169.3,172,False,172,0.67238075,0.5142482,87.79276082327893,947.38446,6.85476
KIAA0040,2538.8,44.88,KIAA0040,False,,0.34137686302342085,2.3883506597199826,0.8941805703443553,46936.28,143,False,143,0.5465092,0.43600026,89.85095812633072,770.03143,6.647729
RP11-318C24.1,171.0,52.63,RP11-318C24.1,False,,0.099361249112846,0.10943851216207512,0.1715585763921653,13640.582,128,False,128,0.41776302,0.3490803,90.91554293825408,588.6281,6.379492
FAM20B,3293.5,43.17,FAM20B,False,,0.18594748048261178,0.843239886444288,0.6315845518211357,25315.574,99,False,99,0.36759323,0.31305242,92.97374024130589,517.93884,6.251786
TOR3A,1082.4285714285713,52.61000000000001,TOR3A,False,,0.1717530163236338,1.152298132137556,0.945577962218793,23246.672,78,False,78,0.2944865,0.2581141,94.46415897799858,414.9315,6.0305204
ABL2,4484.666666666667,41.31,ABL2,False,,0.2895670688431512,2.3280231789147674,1.054511788995452,41823.03,131,False,131,0.49700806,0.4034685,90.70262597586941,700.28436,6.5529137
SOAT1,2719.6,39.59,SOAT1,True,4718.0,0.7203690560681334,8.0155010000645,1.2705600222424132,94614.14,205,False,205,0.82107854,0.59942895,85.45067423704755,1156.8997,7.054363
TOR1AIP2,4111.833333333333,38.85,TOR1AIP2,False,,0.1937544357700497,1.1534836924962892,0.8240252857093444,30024.77,107,False,107,0.39632437,0.33384332,92.40596167494677,558.421,6.3269024
TOR1AIP1,1984.3333333333333,38.76,TOR1AIP1,True,3575.0,0.7012065294535131,8.296312463707357,1.355716567985424,93131.85,246,False,246,0.9459971,0.6657745,82.54080908445707,1332.9099,7.19587
CEP350,2766.7272727272725,36.470000000000006,CEP350,False,,0.8488289567068843,8.389773130524572,1.1071099227839842,115801.35,316,False,316,1.220549,0.79775447,77.57274662881476,1719.7535,7.4505177
LHX4,2802.3333333333335,51.15,LHX4,True,369.0,0.46344925479063165,7.851113378282467,2.059653333656652,58688.125,91,False,91,0.37884015,0.32124266,93.54151880766501,533.78577,6.281866
ACBD6,1102.0,37.34,ACBD6,True,580.0,0.41731724627395317,6.558677172720817,1.943515871919248,53642.88,125,False,125,0.48582265,0.3959686,91.12845990063875,684.5241,6.530184
MR1,2165.1428571428573,46.14999999999999,MR1,True,2370.0,0.49041873669268987,6.082472054648708,1.4950473541808666,64882.19,170,False,170,0.6511429,0.5014677,87.9347054648687,917.4603,6.8226986
IER5,2340.0,62.14,IER5,True,1511.0,0.3080198722498226,3.886590465513902,1.6396054724854077,43188.75,90,False,90,0.3645626,0.31083393,93.6124911284599,513.6687,6.2435236
GLUL,2455.9166666666665,47.76999999999999,GLUL,False,,0.2803406671398155,2.1734839747725636,1.0215498675453036,75630.375,128,False,128,0.48865288,0.3978716,90.91554293825408,688.5119,6.535984
RNASEL,4144.0,41.52,RNASEL,False,,0.1710432931156849,1.0879109136073295,0.8969896405629622,23417.9,76,False,76,0.29208875,0.2562601,94.60610361958835,411.55304,6.0223646
DHX9,1377.625,38.24,DHX9,False,,1.1447835344215755,5.5145342038195695,0.523734442307855,169433.61,518,False,518,1.9980521,1.0979627,63.23633782824698,2815.2554,7.9431634
SMG7,2367.625,40.27999999999999,SMG7,False,,0.21859474804826118,0.9038869443189886,0.5635207045656866,42610.566,126,False,126,0.46830645,0.38410968,91.05748757984387,659.8438,6.4935174
ARPC5,1907.4,38.73,ARPC5,True,6062.0,3.1589779985805535,37.075560318407405,1.1799536457443984,475981.25,759,False,759,3.17024,1.4279736,46.13200851667849,4466.868,8.404667
TSEN15,1106.4285714285713,35.04,TSEN15,False,,0.1156848828956707,0.4589086392670496,0.5983148024348907,19436.959,86,False,86,0.30870026,0.26903448,93.89638041163946,434.95868,6.0775476
C1orf21,2933.5,40.26,C1orf21,False,,0.17885024840312277,1.2932739612233037,1.0130788315554147,24501.783,72,False,72,0.28049663,0.247248,94.88999290276791,395.21976,5.981969
EDEM3,2611.1666666666665,34.38999999999999,EDEM3,False,,0.2704045422285309,1.6292442254338992,0.7977643674154473,37626.105,160,False,160,0.5777096,0.4559742,88.6444286728176,813.99286,6.7031794
FAM129A,2414.6,40.12,FAM129A,True,7149.0,1.0248403122782115,10.569695020646485,1.1328894160813647,168855.69,367,False,367,1.4342953,0.8896573,73.95315826827537,2020.9221,7.611804
RNF2,1714.0,39.39,RNF2,True,2485.0,0.15188076650106458,1.8135635766823646,1.4824766093402193,22831.238,81,False,81,0.29534692,0.25877854,94.25124201561391,416.1438,6.033431
IVNS1ABP,2108.9,37.35000000000001,IVNS1ABP,False,,0.7643718949609652,5.752678600232278,0.8530890380924265,126535.87,377,False,377,1.4138488,0.8812225,73.24343506032646,1992.1129,7.597453
TPR,2255.375,34.16,TPR,False,,1.9978708303761532,14.18678523614433,0.7414892939213749,288921.44,705,False,705,2.7787614,1.3293962,49.96451383960255,3915.275,8.272896
C1orf27,1951.8333333333333,35.21,C1orf27,False,,0.21149751596877217,1.2421688496032008,0.8036993165040731,37288.027,111,False,111,0.41545305,0.34744966,92.1220723917672,585.37335,6.3739567
MIR4426,468.5,42.68,MIR4426,False,,2.9339957416607523,6.5957823891864065,0.2277469029596402,446527.84,1150,False,1150,4.6339426,1.7288095,18.38183108587651,6529.225,8.784197
RGS2,804.75,40.83,RGS2,True,3141.0,0.21788502484031227,2.242975353248598,1.4034906813595711,31730.459,72,False,72,0.2846551,0.25049028,94.88999290276791,401.079,5.996649
UCHL5,1399.9333333333334,35.01,UCHL5,True,751.0,0.808374733853797,13.278594586747534,1.849949107790612,114862.35,209,False,209,0.83085805,0.6047847,85.16678495386799,1170.679,7.066193
TROVE2,2011.6153846153845,35.99,TROVE2,False,,1.1682044002838894,9.513590594554516,0.8838574214999828,162628.16,423,False,423,1.657859,0.9775209,69.97870830376154,2335.9233,7.7565904
CDC73,2165.6666666666665,35.71,CDC73,True,64.0,0.34421575585521647,6.813959771598177,2.526676311305853,45526.05,101,False,101,0.39296028,0.33143118,92.8317955997161,553.681,6.318393
EEF1A1P14,1376.0,46.58,EEF1A1P14,False,,0.061745919091554295,0.06791768823795094,0.18930611155724053,9503.376,80,False,80,0.26633987,0.23613074,94.3222143364088,375.27286,5.9303145
NEK7,1109.0,35.84,NEK7,False,,0.1533002129169624,0.4864255355184193,0.4549091392309586,21362.574,115,False,115,0.40537497,0.34030417,91.83818310858764,571.17334,6.349442
PTPRC,2166.9444444444443,34.25,PTPRC,False,,9.046132008516679,110.93181918994765,1.0365248826875038,1248305.9,1197,False,1197,5.592178,1.8858838,15.046132008516677,7879.3784,8.972131
RP11-104D3.2,1335.0,45.17,RP11-104D3.2,False,,0.08161816891412349,0.09205533421511056,0.18319083271109146,10650.006,104,False,104,0.3364248,0.289998,92.61887863733143,474.02252,6.163362
ZNF281,3634.6666666666665,43.03,ZNF281,False,,0.1242015613910575,0.6599891525259696,0.7908528624173594,16951.238,81,False,81,0.28869894,0.25363314,94.25124201561391,406.7768,6.01072
KIF21B,5859.2,55.0,KIF21B,False,,1.0511000709723208,9.794261928188899,1.0210657015580278,181522.61,363,False,363,1.4324026,0.8888795,74.23704755145492,2018.2552,7.610484
TMEM9,1273.7272727272727,48.529999999999994,TMEM9,True,1377.0,0.24414478353442157,3.0284191722046643,1.66505517343687,33257.863,94,False,94,0.35764682,0.30575293,93.32860184528033,503.92438,6.2244086
CSRP1,1721.578947368421,50.67999999999998,CSRP1,False,,0.43577004968062455,2.6423559584489347,0.7443427040756061,113578.766,212,False,212,0.80953234,0.5930684,84.95386799148332,1140.6311,7.040213
IPO9,3396.5,41.91,IPO9,False,,0.5067423704755145,4.2501320649719405,1.0059212126011277,79587.336,217,False,217,0.8344797,0.6067609,84.59900638750887,1175.7819,7.0705385
TIMM17A,1416.0,42.32,TIMM17A,True,6248.0,0.5067423704755145,4.94757524679012,1.1709920575654633,70614.586,195,False,195,0.7575947,0.56394625,86.16039744499645,1067.4509,6.973965
RNPEP,1147.4615384615386,48.75,RNPEP,True,4797.0,0.3207948899929028,3.1441766404284177,1.26536487520661,49394.902,114,False,114,0.45584714,0.37558797,91.90915542938254,642.28864,6.4665937
ARL8A,859.6666666666666,53.34,ARL8A,False,,0.14052519517388218,0.7827954626104914,0.8105179432845883,19207.896,78,False,78,0.28780356,0.2529381,94.46415897799858,405.51523,6.0076213
PTPN7,1328.2380952380952,52.91999999999999,PTPN7,True,2757.0,1.5450674237047552,21.057804132524673,1.447326661082664,208741.83,401,False,401,1.6282572,0.96632093,71.54009936124912,2294.2144,7.7385817
PPP1R12B,3403.3333333333335,39.63,PPP1R12B,False,,0.26827537260468415,1.5061022082069828,0.7441008677484654,61002.96,143,False,143,0.53554934,0.4288882,89.85095812633072,754.589,6.6274977
RP11-175B9.3,288.0,47.83,RP11-175B9.3,False,,0.16891412349183818,0.44872048196657877,0.37532392330736836,23071.89,193,False,193,0.6369391,0.4928281,86.30234208658622,897.4472,6.800668
KDM5B,2327.3,41.13,KDM5B,False,,0.11000709723207949,0.35365688915413923,0.4897146938909309,21885.438,84,False,84,0.30332285,0.26491705,94.03832505322924,427.3819,6.060015
RABIF,2430.0,45.67,RABIF,False,,0.24627395315826828,1.8064935641009099,0.9834493120277452,33102.18,98,False,98,0.3794897,0.32171363,93.04471256210078,534.701,6.283576
KLHL12,2162.0,41.92,KLHL12,False,,0.12916962384669978,0.7077351764629972,0.8095163844993815,17126.193,74,False,74,0.26964012,0.23873349,94.74804826117814,379.9229,5.942597
ADIPOR1,1510.5,44.28,ADIPOR1,True,6171.0,0.18594748048261178,1.5690921591715599,1.1752460765290238,24896.266,91,False,91,0.3380671,0.29122612,93.54151880766501,476.33655,6.168222
CYB5R1,1204.4285714285713,50.32999999999999,CYB5R1,True,187.0,0.38963804116394607,6.925489144460921,2.2242416124234254,49055.555,129,False,129,0.49397883,0.40144292,90.84457061745918,696.0162,6.5468087
TMEM183A,1243.8,41.5,TMEM183A,False,,0.24911284599006386,1.938608942512422,1.0417011774342853,34183.984,131,False,131,0.48183548,0.39328152,90.70262597586941,678.9062,6.521955
